HOST_TYPE,MODEL_TYPE,FEATURE_TYPE,INCLUDE_NON_KP_GENOMES_IN_TRAINING,INCLUDE_NON_KP_GENOMES_IN_TESTING,OVERSAMPLING,ST,#SAMPLES_TEST_SET,precision0,recall0,precision1,recall1,f1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_307,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3164,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3321,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_334,5,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_336,4,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3395,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_34,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_340,4,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_343,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_347,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_35,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3614,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3615,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3686,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3698,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_37,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_377,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3787,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_38,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3813,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3832,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3834,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3870,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3874,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_3947,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_395,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_412,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_418,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_4226,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_437,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_45,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_463,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_474,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_48,7,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_485,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_489,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_490,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_512,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_514,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_5168,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_54,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_540,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6005,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6060,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_6161,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_628,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_697,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_70,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_711,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_776,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_831,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_86,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_941,4,-1,0.0,0.25,1.0,0.4
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_976,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_985,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,NO,False,kpneumoniae_New_32,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,Exclude,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_128,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_192,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_246,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_4,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_586,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kaerogenes_93,3,-1,0.0,0.6666666666666666,1.0,0.8
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_153,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_170,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_176,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_199,4,-1,0.0,0.75,1.0,0.8571428571428571
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_216,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_383,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_53,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_103,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_122,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_131,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_48,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_51,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,koxytoca_New_96,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_101,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1012,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_104,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1050,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_11,28,-1,0.0,0.8214285714285714,1.0,0.9019607843137255
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_111,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1115,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1169,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1180,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1243,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_13,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1380,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_14,3,-1,0.0,0.6666666666666666,1.0,0.8
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1423,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1435,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_147,4,-1,0.0,0.75,1.0,0.8571428571428571
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_15,16,-1,0.0,0.9375,1.0,0.967741935483871
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1536,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_158,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_16,8,-1,0.0,0.75,1.0,0.8571428571428571
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1686,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1688,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_171,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_188,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_189,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_196,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_1994,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_20,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_2097,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_219,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_2263,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_23,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_234,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_25,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_252,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_258,56,-1,0.0,0.9285714285714286,1.0,0.962962962962963
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_268,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_277,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_29,4,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3010,4,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_307,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3164,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3321,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_334,5,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_336,4,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3395,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_34,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_340,4,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_343,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_347,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_35,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3614,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3615,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3686,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3698,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_37,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_377,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3787,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_38,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3813,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3832,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3834,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3870,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3874,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_3947,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_395,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_412,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_418,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_4226,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_437,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_45,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_463,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_474,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_48,7,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_485,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_489,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_490,3,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_512,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_514,2,-1,0.0,0.5,1.0,0.6666666666666666
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_5168,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_54,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_540,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_6,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_6005,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_6060,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_6161,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_628,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_697,1,-1,0.0,0.0,-1,-1
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_70,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_711,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_776,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_831,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_86,2,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_941,4,-1,0.0,0.25,1.0,0.4
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_976,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_985,1,-1,-1,1.0,1.0,1.0
all hosts,vir_vs_nvir,virulence++,TRAINING-ONLY,YES,False,kpneumoniae_New_32,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,Exclude,2,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_101,3,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_104,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_105,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_11,23,-1,0.0,0.9565217391304348,1.0,0.9777777777777777
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_111,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_113,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_116,1,-1,0.0,0.0,-1,-1
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1180,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1213,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1263,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_13,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1315,1,-1,0.0,0.0,-1,-1
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1318,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1380,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_14,3,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1466,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_147,4,-1,0.0,0.5,1.0,0.6666666666666666
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_15,13,-1,0.0,0.9230769230769231,1.0,0.9600000000000001
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1522,1,-1,0.0,0.0,-1,-1
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1528,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_16,3,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1683,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_17,7,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1787,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_18,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_1801,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_196,1,-1,0.0,0.0,-1,-1
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_20,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_215,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_22,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_23,3,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_2436,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_2459,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_25,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_252,1,-1,-1,1.0,1.0,1.0
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_258,47,-1,0.0,0.9787234042553191,1.0,0.989247311827957
human,vir_vs_nvir,virulence++,NO,NO,False,kpneumoniae_29,2,-1,0.0,0.5,1.0,0.6666666666666666
